COD_RH;     COD_RECONOCIMIENTO;     NOMBRE_RECONOCIMIENTO;     MES_RECONOCIMIENTO;     AÑO_RECONOCIMIENTO;     INSTITUCION_RECONOCIMIENTO
0001367464;3;Beca estudiantes sobresalientes de posgrado;Julio;2010;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001367865;1;Medalla al merito;Junio;2016;UNIVERSIDAD LA GRAN COLOMBIA;
0001367865;2;Nota de Estilo;Julio;2015;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001367943;1;Beca ALPIP para estudios de Maestría en el Politecnico di Torino;Noviembre;2004;POLITECNICO DI TORINO;
0001370358;1;Extension Solidaria;Junio;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001370447;1;Becario para estudios de doctorado en Colombia - 567 de 2012;567;2012,DEPARTAMENTO ADMINISTRATIVO DE CIENCIA TECNOLOGIA E INNOVACION COLCIENCIAS - Enerode 2012;;
0001370447;2;Premio Andrés Bello;Diciembre;2001;COLEGIO SEMINARIO SAN JUAN APOSTOL;
0001371299;1;Tesis Meritoria de Maestria;Septiembre;2013;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001371299;2;Mejor puntaje en examen ECAES de Ingeniería Eléctrica 2009;Diciembre;2010;MINISTERIO DE EDUCACION NACIONAL MINEDUCACION;
0001371299;3;Beca mejores ICFES;Julio;2005;FUNDACION BRETANO;
0001371299;4;Beca a estudiantes sobresalientes de posgrado;Febrero;2010;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001371299;5;Matricula de honor;Agosto;2008;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001371299;6;Matricula de honor - Mejores Puntajes de Admisión;Mejores Puntajes;Admisión,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Diciembrede 2004;;
0001371417;1;Mejor Ponencia en Biotecnología. ENEIQ 2011. Encuentro Nacional de estudiantes de Ingeniería Química y de Procesos.;Julio;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001374497;1;Financiación del proyecto de tesis;Abril;2014;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001374497;2;Beca asistente docente;Febrero;2013;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001374497;3;Tesis meritoria;Febrero;2012;FUNDACION UNIVERSIDAD CENTRAL;
0001374573;1;premio ACOFI 2013 en modalidad Presentación Oral por la ponencia titulada ¿Implementación de metodología CDIO en el laboratorio de máquinas eléctricas¿.;Noviembre;2013;ASOCIACION COLOMBIANA DE FACULTADES DE INGENIERIA ACOFI;
0001374573;2;IEEE AESS Harry Rowe Mimno award for excellence in Technical communications for 2007;985,AEROSPACE AND ELECTRONIC SYSTEMS SOCIETY AESS IEEE - Mayo;2007;In Recognition of the Paper ¿Moving towards a more electric aircraft¿ Published in IEEE Aerospace and Electronic Systems Magazine, March 2007. ISSN: 0885;
0001374573;3;The winner of our 1st Academic Paper contest ¿Simulation and Fault Detection in PMSM under Dynamic Conditions¿ FLUX Users Conference;0, Barcelona, España.,CEDRAT CEDRAT TECHNOLOGIES MAGSOFT - Octubre;2008;Octubre 9;
0001374573;4;Tesis con Mención Meritoria en Ingeniería Eléctrica;Diciembre;2001;UNIVERSIDAD DEL VALLE UNIVALLE;
0001374573;5;Beca Alban de Estudios de Doctorado en Ingeniería Electrónica;Octubre;2004;Programa Alban, Programa de becas de alto nivel de la Unión Europea para América Latina,PROGRAMA ALBAN;
0001374573;6;Beca Condonable de Excelencia Académica por Prueba de Estado (ICFES) para Estudios de Pregrado.;Agosto;1996;INSTITUTO COLOMBIANO PARA LA EVALUACION DE LA EDUCACION;
0001374573;7;Mención Andrés Bello Categoría Municipal;Agosto;1996;MINISTERIO DE EDUCACION NACIONAL MINEDUCACION;
0001380476;1;Matrícula de Honor;Febrero;2009;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;2;Diez mejores ECAES 2009 Ingeniería Civil;Noviembre;2009;INSTITUTO COLOMBIANO PARA LA EVALUACION DE LA EDUCACION;
0001380476;3;Matrícula de Honor;Febrero;2006;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;4;Exención de pago de derechos de Matricula;Agosto;2009;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;5;Exención de pago de derechos de Matricula;Enero;2010;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;6;Matrícula de Honor;Febrero;2007;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;7;Matrícula de Honor;Agosto;2007;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001380476;8;Matrícula de Honor;Febrero;2008;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001386410;1;MENCIÓN MERITORIA A PROYECTO DE GRADO;Diciembre;1995;UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS;
0001392682;1;Exención de Matrícula Posgrado;Marzo;2012;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001392682;2;Exención de Matrícula Posgrado;Abril;2013;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001392682;3;Exención de Matrícula Posgrado;Agosto;2012;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001392682;4;Exención de Matrícula Posgrado;Marzo;2014;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001392682;5;Exención de Matrícula Posgrado;Septiembre;2013;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001392682;6;Beca Auxiliar Docente;Agosto;2012;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001392682;7;MATRÍCULA DE HONOR;Marzo;2008;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001392682;8;TESIS LAUREADA;Junio;2006;FACULTA DE INGENIERIA UNIVERSIDAD DISTRITAL;
0001392682;9;PREMIO NACIONAL CÓDIGO GC INNOVADOR;Diciembre;2003;CONFECAMARAS;
0001394035;1;Tesis Meritoria de Maestría;Diciembre;2012;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001394035;2;Beca Asistente docente;Febrero;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001394402;1;Mejor trabajo de grado;Febrero;2017;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001394402;2;Mejor trabajo de grado;Enero;2016;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001394402;3;Top six papers of AMTA 2012;Enero;2013;;
0001395808;1;Mención Honorífica de trayectoria Docente;Marzo;2015;CORPORACION ESCUELA DE ARTES Y LETRAS INSTITUCION UNIVERSITARIA;
0001399168;1;Beca para doctorado a nivel nacional;Enero;2015;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001399168;2;Beca estudiante auxiliar;Enero;2014;UNIVERSIDAD NACIONAL DE COLOMBIA;
0001399168;3;Beneficiario de la Beca Asistente Docente;Enero;2013;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001399168;4;Tesis de Meritoria;Marzo;2015;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001399919;1;Segundo Mejor Puntaje examén ECAES Ingenieria Civil;I,INSTITUTO COLOMBIANO PARA LA EVALUACION DE LA EDUCACION - Marzo;2009;2008;
0001401755;1;Mejor Bachiller;Diciembre;2004;INSTITUTO PEDAGOGICO NACIONAL;
0001405838;1;Mencion de excelencia docente;Diciembre;2017;UNIVERSIDAD MANUELA BELTRAN;
0001405838;2;Reconocimiento por desempeño docente sobresaliente - Departamento de Ingeniería Electrónica;Departamento;Ingeniería Electrónica,FUNDACION UNIVERSIDAD CENTRAL - Agostode 2012;;
0001405838;3;Premio GICS al investigador más productivo;Noviembre;2014;SERVICIO NACIONAL DE APRENDIZAJE SENA SEDE BOGOTA;
0001405838;4;Tesis de Maestria Meritoria;Agosto;2015;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001405838;5;Matricula de Honor;Mayo;2003;UNIVERSIDAD PEDAGOGICA NACIONAL U P N;
0001405838;6;Matricula de Honor;Febrero;2004;UNIVERSIDAD PEDAGOGICA NACIONAL U P N;
0001405840;1;MENCIÓN DE HONOR AL MERITO PEGAGÓGICO E INVESTIGATIVO;Abril;2013;;
0001407608;1;IEEE-IAS MYRON ZUCKER DESIGN CONTEST 2015;AS MYRON ZUCKER DESIGN CONTEST 2015,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS IEEE - Octubre;2015;;
0001407608;2;Premio ACOFI 2013 - Modalidad Presentación Oral;Modalidad Presentación Oral,ASOCIACION COLOMBIANA DE FACULTADES DE INGENIERIA ACOFI - Noviembre;2013;;
0001416653;1;Premio ACOFI 2015 sobre la enseñanza de la Ingeniería.;Marzo;2016;ASOCIACION COLOMBIANA DE FACULTADES DE INGENIERIA ACOFI;
0001416653;2;Mención metitoria tesis de Maestría;Octubre;2013;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001442023;1;Condonación del ciento por ciento (100%) de la deuda del préstamo beca por obtener calificaciones que lo ubican entre el 10% de los promedios más altos de la carrera de Ingenieria Civil - 2008 - II;2008 - II,UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL - Diciembre;2008;;
0001442023;2;Clasificada dentro de los 10 Mejores ECAES -2008-II de Colombia en el programa de Ingeniería Civil.;008-II;Colombia en el programa de Ingeniería Civil.,INSTITUTO COLOMBIANO PARA LA EVALUACION DE LA EDUCACION - Septiembrede 2008;;
0001442023;3;Condonación del ciento por ciento (100%) de la deuda del préstamo beca por obtener calificaciones que lo ubican entre el 10% de los promedios más altos en la Carrera de Ingenieria Civil. 2006-I;,UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL - Julio;2006;;
0001442023;4;Condonación del ciento por ciento (100%) de la deuda del préstamo beca por obtener calificaciones que lo ubican entre el 10% de los promedios más altos de la carrera de Ingenieria Civil- 2008 - I;2008 - I ,UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL - Julio;2008;;
0001442023;5;Beca del 100% a estudiante de Maestría en Ingeniería ¿ Geotecnia;3 (Reglamento;Postgrado) Promedio 4.4, Universidad Nacional de Colombia. Maestría en Ingeniería ¿ Geotecnia.,UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL - Febrerode 2011;por sus méritos académicos durante el semestre 2010;
0001442023;6;Condonación del ciento por ciento (100%) del saldo de la deuda total del préstamo beca por haber obtenido calificaciones que lo ubican entre el 20% con los mejores promedios en sus respectivas carreras;Marzo;2009;UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001442023;7;Condonación del ciento por ciento (100%) de la deuda del préstamo beca por obtener calificaciones que lo ubican entre el 10% de los promedios más altos en la Carrera de Ingenieria Civil. 2005-II;I ,UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL - Julio;2005;;
0001442181;1;Becario - Monitor de Pregrado;Monitor;Pregrado,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Agostode 2010;;
0001442181;2;Beca Estudiante Sobresaliente de Posgrado;Enero;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001459628;1;Matrícula de Honor y Exención de pago de matrícula en la carrera de Ingeniería Mecánica (6 semestes);Octubre;2002;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001459628;2;Beneficiario Beca especial para alumnos de maestría y doctorado con desempeño academico sobresaliente;Marzo;2010;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DO RIO DE JANEIRO;
0001459628;3;Beneficiario Beca para Estudios de Maestría;Septiembre;2005;CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO DF;
0001459628;4;Beneficiario Beca para Estudios de Doctorado;Septiembre;2007;COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR;
0001459628;5;Segundo lugar;Junio;2001;categora prototipos, en la IX Muestra de Maquinas y Prototipos. Trabajo: Cabezal Divisor Directo,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001460363;1;Mejor promedio de la cohorte de ingenieros - Ceremonia Abril - 2012;Ceremonia Abril - 2012,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Abril;2012;;
0001460363;2;Programa de Mejores Promedios;Julio;2009;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001465663;1;Cruz de Comendador de la Orden al Mérito Julio Garavito;Mayo;2015;GOBIERNO NACIONAL DE LA REPUBLICA DE COLOMBIA;
0001465663;2;Master¿s Student Achievement Award;Febrero;2010;THE MULTICULTURAL ENGINEERING PROGRAMS OFFICE;
0001465663;3;Programa Préstamo Beca - Colfuturo;Colfuturo,COLFUTURO - Mayo;2008;;
0001465663;4;Matrícula de Honor por excelencia académica;Enero;1997;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001468331;1;Diplomo a la Integralidad;Diciembre;2003;CORPORACION EDUCATIVA AMIGOS INSTITUTO JEAN PIAGET;
0001475611;1;Becario Universitario;Junio;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001475611;2;Becario Universitario;Diciembre;2010;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001475611;3;Becario Universitario;Junio;2010;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001475611;4;Becario Universitario;Diciembre;2011;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001477774;1;Mejores Promedios Facultad de Ingeniería 2009 - 2010;2010,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Agosto;2009;;
0001479088;1;ESTUDIANTE DISTINGUIDO;Noviembre;2010;UNIVERSIDAD INDUSTRIAL DE SANTANDER UIS;
0001479088;2;ESTUDIANTE DISTINGUIDO;Noviembre;2006;UNIVERSIDAD INDUSTRIAL DE SANTANDER UIS;
0001479365;1;Faculty for the Future Program;Marzo;2014;SCHLUMBERGER FOUNDATION;
0001479365;2;Atlas Award;Diciembre;2016;ELSEVIER SCIENCE;
0001479365;3;Faculty for the Future Program;Agosto;2015;SCHLUMBERGER FOUNDATION;
0001479365;4;Beca Advance International Trainning Program;Febrero;2005;INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIOS TECNICOS EN EL EXTERIOR ICETEX;
0001482562;1;Beca al mejor promedio Maestría Materiales y Procesos de Manufactura - Universidad Nacional de Colombia - Bogotá;Universidad Nacional;Colombia - Bogotá,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Septiembrede 2005;;
0001484821;1;Project Management Professional;Julio;2009;PROJECT MANAGEMENT INSTITUTE;
0001484821;2;ITIL Foundations Certificate;Agosto;2009;EXAMINATION INSTITUTE FOR INFORMATION SCIENCE;
0001484821;3;COBIT FOUNDATION CERTIFICATE;Abril;2010;INFORMATION SYSTEMS AUDITING AND CONTROL ASSOCIATION;
0001484821;4;AUDITOR INTERNO DE ISO 27001;Febrero;2010;SGS COLOMBIA S A;
0001484821;5;Certified in the Governance of Enterprise IT;Enero;2015;INFORMATION SYSTEMS AUDITING AND CONTROL ASSOCIATION;
0001511392;1;Beca del programa - Universidad-Empresa para realizar estudios de Maestría en la Universidad de los Andes.;Universidad-Empresa para realizar estudios;Maestría en la Universidad de los Andes.,UNIVERSIDAD DE LOS ANDES UNIANDES - Enerode 1998;;
0001511392;2;Mejor ICFES;Enero;1990;COLEGIO ANTONIO NARINO H H CORAZONISTAS;
0001511392;3;Beca completa ITESM - Consejo Nacional de Ciencia y Tecnología de México - CONACYT para realizar estudios de Doctorado en Ciencias de Ingeniería.;Consejo Nacional;Ciencia y Tecnología de México - CONACYT para realizar estudios de Doctorado en Ciencias de Ingeniería.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY ITESM - Enerode 2009;;
0001579067;1;Mejores Ponencias (Titulo a las 3 Mejores en tres Áreas;Abril;2015;Ingeniería Mecánica, Mecatrónica y Medio Ambiente),UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001579067;2;Mejores Ponencias (Titulo a las 3 Mejores en tres Áreas;Abril;2015;Ingeniería Mecánica, Mecatrónica y Medio Ambiente),UNIVERSIDAD NACIONAL DE COLOMBIA OFICIAL;
0001579067;3;Beca de trabajo en Dependencias Académico Administrativo;Febrero;2010;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;
0001607239;1;Stipendium för forskning inom miljöområdet (Beca de investigación en el ámbito del medio ambiente);Diciembre;2003;CIVILINGENJORSFORBUNDET;
0001617849;1;Beca asistente docente;Agosto;2014;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001617849;2;Mejores Saber Pro de Ingeniería Electrónica 2013-2;,INSTITUTO COLOMBIANO PARA LA EVALUACION DE LA EDUCACION - Septiembre;2013;;
0001617849;3;Beca asistente docente;Febrero;2015;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001617849;4;Beca asistente docente;Marzo;2014;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001617849;5;Beca auxiliar docente;Agosto;2013;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
0001634462;1;Mención de honor;Noviembre;2007;UNIVERSIDAD LIBRE DE COLOMBIA;
0001634462;2;Efectiva gestión en el mantenimiento del Sistema de Gestión Ambiental de la compañía y en tramites estratégicos ante las autoridades;Junio;2012;GENERAL MOTORS COLMOTORES S A;
0001634462;3;Mejor docente del programa de Ingeniería Ambiental;Junio;2016;UNIVERSIDAD LIBRE DE COLOMBIA;
0001638354;1;50 mejores bachilleres de Colombia - ICFES 2003;ICFES 2003,ICFES - Diciembre;2003;;
0001638354;2;Distinción Andrés Bello;ICFES 2003 ,ICFES - Diciembre;2003;categorías Nacional y Departamental;
0001638354;3;Matrícula de Honor - Universidad Nacional de Colombia - Años 2004;Universidad Nacional;Colombia - Años 2004, 2005, 2009,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA - Diciembrede 2009;;
0001638354;4;Programa Mejores Promedios Facultad de Ingeniería;Abril;2007;UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA;
